NAME,COUNTRY,DAY,MONTH,YEAR,ROUTE,NAME OF THE TEAM,LEADER
"MR. PAULO CESAR GRANDY
SUMONTE",CHILE,18,5,2012,,"""",""""
"MR. FELIPE JOSE OLEA
POPELKA",CHILE,18,5,2012,,"""",""""
MR. SEBASTIAN IGNACIO CONTADOR VARELA,CHILE,18,5,2012,,“,“
"MR. TSHERING DORJEE
SHERPA",NEPAL,18,5,2012,,"""",""""
MR. FUR KANSHA SHERPA,NEPAL,18,5,2012,,"""",""""
MR. FORBA CHOTTER SHERPA,NEPAL,18,5,2012,,"""",""""
"MR. MINGMA TENZING
SHERPA",NEPAL,18,5,2012,,"""",""""
MR. FURA SANGBO SHERPA,NEPAL,18,5,2012,,"""",""""
MR. MINGMA NURU SHERPA,NEPAL,18,5,2012,,"""",""""
MR. PASANG TENDI SHERPA,NEPAL,18,5,2012,,"""",""""
MR. LAKPA SONAM SHERPA,NEPAL,18,5,2012,,"""",""""
"MR. DAVID WILLIAM
HAMILTON",UK,25,5,2012,,"JAGGED GLOBE
EVEREST EXPEDITION
2012","Mr. David
William Hamilton"
MR. IAN RIDLEY,UK,25,5,2012,,"""",""""
"MR. WARNER ROJAS
CHINCHILLA",COSTA RICA,25,5,2012,,"""",""""
"MR. NICHOLAS JAMES
BAILEY",UK,25,5,2012,,"""",""""
MR.PHILIP IAN PURDY,UK,25,5,2012,,"""",""""
MR. CIAN O' BROLCHAIN,IRELAND,25,5,2012,,"""",""""
MR. PHURBA SHERPA,NEPAL,25,5,2012,,"""",""""
MR. WANGDI SHERPA,NEPAL,25,5,2012,,"""",""""
"MR. TSHIRING PEMBA
SHERPA",NEPAL,25,5,2012,,"""",""""
MR. THUNDU SHERPA,NEPAL,25,5,2012,,"""",""""
MR. MINGMA TSIRI SHERPA,NEPAL,25,5,2012,,"""",""""
MR. RANVEER SINGH JAMWAL,INDIA,19,5,2013,,"JOINT INDO-NEPAL
ARMY EVEREST
EXPEDITION 2013","Mr. Ranveer
Singh jamwal"
MR. MANOJ JOSHI,INDIA,20,5,2013,,"""",""""
MR. RAJENDRA SINGH JALAL,INDIA,20,5,2013,,"""",""""
MR. SUKHVIR,INDIA,19,5,2013,,"""",""""
MR. SONAM THINLAS,INDIA,20,5,2013,,"""",""""
MR. MINGMAR GURUNG,INDIA,19,5,2013,,"""",""""
MR. SUDHIR SINGH,INDIA,19,5,2013,,"""",""""
MR. UNNIKANNAN A P VEETIL,INDIA,20,5,2013,,"""",""""
MR. HAJARI LAL,INDIA,20,5,2013,,"""",""""
MR. CHATTER SINGH,INDIA,19,5,2013,,"""",""""
MR. SHIVARAJ SINGH,INDIA,20,5,2013,,"""",""""
MR. DA GELJE SHERPA,NEPAL,20,5,2013,,"""",""""
MR. PASANG SHERPA,NEPAL,19,5,2013,,"""",""""
MR. PEKMA LAMA BHOTE,NEPAL,19,5,2013,,"""",""""
MR. BIR BAHADUR GURUNG,NEPAL,20,5,2013,,"""",""""
MR. PHURBA ONGEI SHERPA,NEPAL,19,5,2013,,“,“
MR. SAMGEL SHERPA,NEPAL,20,5,2013,,"""",""""
"MR. PEMBA TSHIRING
SHERPA",NEPAL,19,5,2013,,"""",""""
MR. NGIMA NORU SHERPA,NEPAL,20,5,2013,,"""",""""
MR. MING TEMBA SHERPA,NEPAL,20,5,2013,,"""",""""
"MR. DHARCHUNG TSIRING
SHERPA",NEPAL,20,5,2013,,"""",""""
MR. PASANG KAMI SHERPA,NEPAL,19,5,2013,,"""",""""
MR. CHHEMBI SHERPA,NEPAL,20,5,2013,,"""",""""
"MR. LHAKPA WANGEL
SHERPA",NEPAL,19,5,2013,,"""",""""
MR. DAWA SANGMU BHOTE,NEPAL,19,5,2013,,"""",""""
"MR. MINGMA NURBU
SHERPA",NEPAL,19,5,2013,,"""",""""
MR. WANCHHU SHERPA,NEPAL,20,5,2013,,"""",""""
"MR. PASANG TENJING
SHERPA",NEPAL,19,5,2013,,"""",""""
MR. ANG DORCHI SHERPA,NEPAL,19,5,2013,,"""",""""
MR.LAKPA THENDU SHERPA,NEPAL,20,5,2013,,"""",""""
"MR.DAWA WONGCHHU
SHERPA",NEPAL,19,5,2013,,"""",""""
MR. LAKCHA SANGE SHERPA,NEPAL,19,5,2013,,"""",""""
MR. PASANG NORBU SHERPA,NEPAL,20,5,2013,,"""",""""
MR. PHU DORCHI SHERPA,NEPAL,19,5,2013,,"""",""""
MR. ADITYA KARKI,NEPAL,20,5,2013,,"JT INDO-NEPAL ARMY
EVEREST EXPEDITION
2013","Mr. Sunil Singh
Rathour"
"MR. SAMEER BAHADUR
BASNET",NEPAL,19,5,2013,,"""",""""
BHIM BAHADUR BHUJEL,NEPAL,20,5,2013,,"""",""""
MR. KISHOR ADHIKARI,NEPAL,19,5,2013,,"""",""""
"MR. KRISHNA BHAKTA
PAUDEL",NEPAL,20,5,2013,,"""",""""
MR. DHIRENDRA SHAHI,NEPAL,19,5,2013,,"""",""""
MR. RAMESH SADAULA,NEPAL,20,5,2013,,"""",""""
MR. MADAN THAPALIYA,NEPAL,19,5,2013,,"""",""""
MR. TEK BAHADUR THAPA,NEPAL,20,5,2013,,"""",""""
"MR. DAWA WONGCHHU
SHERPA",NEPAL,19,5,2013,,"""",""""
M. PEMA TSHIRING SHERPA,NEPAL,19,5,2013,,"""",""""
MR. CHHEMBI SHERPA,NEPAL,20,5,2013,,"""",""""
MR. LAKCHA SANGE SHERPA,NEPAL,19,5,2013,,"""",""""
MR. PEKMA LAMA BHOTE,NEPAL,19,5,2013,,"""",""""
MR. SAMGEL SHERPA,NEPAL,20,5,2013,,"""",""""
"MR. PASANG TENJING
SHERPA",NEPAL,19,5,2013,,"""",""""
MR. LAKPA DENDU SHERPA,NEPAL,20,5,2013,,"""",""""
MR. MINGTEMBA SHERPA,NEPAL,20,5,2013,,“,“
PHURBA ONGEL SHERPA,NEPAL,19,5,2013,,"""",""""
PASANG NORBU SHERPA,NEPAL,20,5,2013,,"""",""""
MR. PHU DORCHI SHERPA,NEPAL,19,5,2013,,"""",""""
LAKPA WANGEL SHERPA,NEPAL,19,5,2013,,"""",""""
MR. NGIMA NORU SHERPA,NEPAL,20,5,2013,,"""",""""
PASANG KAMI SHERPA,NEPAL,19,5,2013,,"""",""""
MR. DA GELZE SHERPA,NEPAL,20,5,2013,,"""",""""
"MR. DHARCHUNG TSIRING
SHERPA",NEPAL,20,5,2013,,"""",""""
MR. BIR BAHADUR GURUNG,NEPAL,20,5,2013,,"""",""""
DAWA SANGBHU BHOTE,NEPAL,19,5,2013,,"""",""""
MR. WANGCHHU SHERPA,NEPAL,20,5,2013,,"""",""""
MR. PASANG SHERPA,NEPAL,19,5,2013,,"""",""""
MR. ANG DORCHI SHERPA,NEPAL,19,5,2013,,"""",""""
"MR. MINGMA NURBU
SHERPA",NEPAL,19,5,2013,,"""",""""
MR. XIANGHAI ZHANG,CHINA,19,5,2013,,"SEVEN SUMMIT
CHINESE EVEREST
EXPEDITION 2013
SPRING","Mr. Xianghai
Zhang"
MR. FEI YU,CHINA,19,5,2013,,"""",""""
MR. JIN WEI,CHINA,19,5,2013,,"""",""""
MR. JIANG LONG,CHINA,19,5,2013,,"""",""""
MR. YUE SHANG,CHINA,19,5,2013,,"""",""""
MR. XIAOFAN ZHANG,CHINA,19,5,2013,,"""",""""
MR. YIQUAN SUN,CHINA,19,5,2013,,"""",""""
MS. HONGJUAN DONG,CHINA,19,5,2013,,"""",""""
MS. XI LIN,CHINA,19,5,2013,,"""",""""
"MR. MOHAMMED KHALED
HOSSAIN",BANGLADESH,20,5,2013,,"""",""""
MR. SANJAY PANDIT,NEPAL,19,5,2013,,"""",""""
MS. NISHA ADHIKARI,NEPAL,21,5,2013,,"""",""""
MR. HALUNG DORCHI SHERPA,NEPAL,19,5,2013,,"""",""""
MR. DAWA TASHI SHERPA,NEPAL,19,5,2013,,"""",""""
"MR. KARNA BAHADUR
TAMANG",NEPAL,19,5,2013,,"""",""""
MR. ANG TENDI SHERPA,NEPAL,21,5,2013,,"""",""""
MR. CHHEPAL SHERPA,NEPAL,19,5,2013,,"""",""""
MR.PEMBA DORCHI SHERPA,NEPAL,19,5,2013,,"""",""""
"MR. NURBU CHHIRING
SHERPA",NEPAL,18,5,2013,,"""",""""
MR. RINJIN SHERPA,NEPAL,18,5,2013,,"""",""""
MR. DORCHI SHERPA,NEPAL,18,5,2013,,"""",""""
MR. LAKPA TEMBA SHERPA,NEPAL,21,5,2013,,"""",""""
MR. LAKPA NURU SHERPA,NEPAL,21,5,2013,,"""",""""
MR. MINGMA THINDUK SHERPA,NEPAL,21,5,2013,,“,“
"MR. PEMBA CHHIRING
SHERPA",NEPAL,21,5,2013,,"""",""""
MR. CHHIRING SONAM LAMA,NEPAL,21,5,2013,,"""",""""
MR. PASANG NORBU SHERPA,NEPAL,19,5,2013,,"""",""""
MR. SONA SHERPA,NEPAL,19,5,2013,,"""",""""
MR.ANG DEMBA SHERPA,NEPAL,21,5,2013,,"""",""""
MR. THEN DORJEE SHERPA,NEPAL,19,5,2013,,"""",""""
MR. DANARU SHERPA,NEPAL,19,5,2013,,"""",""""
MR. SANG MYUNG SUK,SOUTH KOREA,20,5,2013,,"KOREAN DREAM
EVEREST EXPEDITION
2013 SPRING","Mr. Peel Seok
Han"
MR. CHANG HO KIM,SOUTH KOREA,20,5,2013,,"""",""""
MR. CHI YOUNG AN,SOUTH KOREA,20,5,2013,,"""",""""
MR. SUNG HO SEO,SOUTH KOREA,20,5,2013,,"""",""""
MS. POORUENA JEON,SOUTH KOREA,20,5,2013,,"""",""""
MS. YUKI INAYOSHI,JAPAN,19,5,2013,,"""",""""
MS. NAOKO WATANABE,JAPAN,18,5,2013,,"""",""""
MR. PREM KUMAR SINGH,INDIA,19,5,2013,,"""",""""
MS. LEYLA ALBOGACHIEVA,USA,18,5,2013,,"""",""""
"MR. JOSE CARLOS PAUNER
GOTOR",SPAIN,0,0,0,,"""",""""
"MR. DOMENEC TRASTORY
DIAZ",ANDORRA,0,0,0,,"""",""""
MS. LAMOUREUX NATHALIE,FRANCE,22,5,2013,,"""",""""
MR. PASANG NURU SHERPA,NEPAL,22,5,2013,,"""",""""
MR. TEMBA BHOTE,NEPAL,19,5,2013,,"""",""""
MR. SONA SHERPA,NEPAL,19,5,2013,,"""",""""
MR. NGIMA DORCHI SHERPA,NEPAL,19,5,2013,,"""",""""
MR.PHURSONA SHERPA,NEPAL,20,5,2013,,"""",""""
MR.NGA TENJI SHERPA,NEPAL,19,5,2013,,"""",""""
MR.LHAKPA GELU SHERPA,NEPAL,19,5,2013,,"""",""""
"MR.MINGMA TSHIRING
SHERPA",NEPAL,13,5,2013,,"""",""""
MR.NIMA GYALJEN SHERPA,NEPAL,13,5,2013,,"""",""""
MR.KAMI CHIRI SHERPA,NEPAL,19,5,2013,,"""",""""
MR. JANGBU SHERPA,NEPAL,19,5,2013,,"""",""""
MR. AJAY SOHAL,INDIA,21,5,2013,,"OCEAN TO SKY
EVEREST EXP. 2013
SPRING",Mr. Neeraj Rana
"MS. PRIYANKA MANGESH
MOHITE",INDIA,22,5,2013,,"""",""""
"MR. GURIBADAT SINGH
SOMAL",INDIA,21,5,2013,,"""",""""
MR. SUBHAM KAUSHIK,INDIA,21,5,2013,,"""",""""
MR. PRITHIVI SINGH CHAHAL,INDIA,21,5,2013,,"""",""""
MR. RAGHAV JONEJA,INDIA,21,5,2013,,"""",""""
MR. FATEH SINGH BRAR,INDIA,21,5,2013,,"""",""""
"MR. RAVINDRA KUMAR
SINGH",INDIA,19,5,2013,,"""",""""
MS. URSULA ORNELLA DIAZ,ARGENTINA,16,5,2013,,"""",""""
"MR. SANTIAGO QUINTERO
SYLVA",ECUADOR,21,5,2013,,"""",""""
MR. SEOK JU WOO,SOUTH KOREA,20,5,2013,,"""",""""
MR. PHURTEMBA SHERPA,NEPAL,19,5,2013,,"""",""""
MR. DAWA DENDI SHERPA,NEPAL,19,5,2013,,"""",""""
MR. DORCHI SHERPA,NEPAL,19,5,2013,,"""",""""
"MR. MINGMA GYABU
SHERPA",NEPAL,19,5,2013,,"""",""""
MR. JANGBU SHERPA,NEPAL,19,5,2013,,"""",""""
MR. KARMA GYALJE SGERPA,NEPAL,19,5,2013,,"""",""""
MR.LAKPA NURBU SHERPA,NEPAL,19,5,2013,,"""",""""
MR.ANG TEMBA SHERPA,NEPAL,21,5,2013,,"""",""""
"MR.MINGMA TENJEN
SHERPA",NEPAL,19,5,2013,,"""",""""
MR.ANG DAWA SHERPA,NEPAL,19,5,2013,,"""",""""
MR.NIMA SHERPA,NEPAL,21,5,2013,,"""",""""
MR.MINGMA DORCHI SHERPA,NEPAL,21,5,2013,,"""",""""
MR.LHAKPA SHERPA,NEPAL,21,5,2013,,"""",""""
"MR.MINGMA THINDU
SHERPA",NEPAL,19,5,2013,,"""",""""
MR.SANGE FURI SHERPA,NEPAL,19,5,2013,,"""",""""
MR.PEMBA NURBU SHERPA,NEPAL,19,5,2013,,"""",""""
MR SOMIT JOSHI,INDIA,21,5,2013,,"SSB MOUNT EVEREST
EXPEDITION 2013",Mr Somit Joshi
"MR SUBODH KUMAR
CHANDOLA",INDIA,21,5,2013,,"""",""""
MR TAME BAGANG,INDIA,21,5,2013,,"""",""""
MR VINOD SINGH NEGI,INDIA,21,5,2013,,"""",""""
MR RAHUL KUMAR TYAGI,INDIA,21,5,2013,,"""",""""
MR PASANG SHERPA,NEPAL,21,5,2013,,"""",""""
MR NGIMA TASHI SHERPA,NEPAL,21,5,2013,,"""",""""
"MR MINGMAR DORJEE
SHERPA",NEPAL,21,5,2013,,"""",""""
MR DAWA RITA SHERPA,NEPAL,21,5,2013,,"""",""""
MR PEMBA CHHIRI SHERPA,NEPAL,21,5,2013,,"""",""""
MR DHAN KUBIR RAI,NEPAL,21,5,2013,,"""",""""
MR. ADAM NICHOLAS DIXON,UK,20,5,2013,,"SUMMIT CLIMB
EVEREST EXP. 2013","Mr. Daniel Lee
Mazur"
"MS. MONIKA KATARZYNA
WITKOWSKA",POLAND,23,5,2013,,"""",""""
MR. STEVEN JOHN PEARSON,USA,19,5,2013,,"""",""""
MR. SCOTT GAINES SMITH,USA,23,5,2013,,"""",""""
"MR. CHRISTOPHER WARREN
LONGACRE",USA,19,5,2013,,"""",""""
MR. KIERAN LALLY,IRELAND,23,5,2013,,"""",""""
MR.SANGE SHERPA,NEPAL,19,5,2013,,"""",""""
MR.THILE NURU SHERPA,NEPAL,19,5,2013,,"""",""""
MR.JANGBU SHERPA,NEPAL,23,5,2013,,"""",""""
MR.MINGMAR SHERPA,NEPAL,23,5,2013,,"""",""""
"MR. LOVERAJ SINGH
DHARAMSHAKTU",INDIA,21,5,2013,,"ECO EVEREST
DIAMOND JUBILEE
CELEBRATION
EXPEDITION 2013 II","Mr. Loveraj
Singh
Dharamshaktu"
MS. ARUNIMA SINHA,INDIA,21,5,2013,,"""",""""
MR. SUSHEN MAHATO,INDIA,19,5,2013,,"""",""""
MR.RAM LAL,INDIA,21,5,2013,,"""",""""
MS. ANITA DEVI,INDIA,18,5,2013,,"""",""""
MS. KANTA DEVI,INDIA,21,5,2013,,"""",""""
"MR. RODRIGO CHADDAD
RAINERI",BRAZIL,21,5,2013,,"""",""""
MR. KI DORJEE SHERPA,NEPAL,21,5,2013,,"""",""""
"MR. NIMA KANCHHA
SHERPA",NEPAL,21,5,2013,,"""",""""
MR.LHAKPA NURU SHERPA,NEPAL,18,5,2013,,"""",""""
"MR. PHURBA JANGBU
SHERPA",NEPAL,19,5,2013,,"""",""""
"MR. SONAM TSERING
SHERPA",NEPAL,21,5,2013,,"""",""""
"MR. PASANG TEMBA
SHERPA",NEPAL,21,5,2013,,"""",""""
MR. PHURBA SHERPA,NEPAL,21,5,2013,,"""",""""
MR. PASANG RITA SHERPA,NEPAL,21,5,2013,,"""",""""
"MR. PEMBA TSHIRING
SHERPA",NEPAL,21,5,2013,,"""",""""
"MR. MUHAMMAD ILLAHAM
BIN ISHAK",MALAYSIA,21,5,2013,,EVEREST FELDA 2013,"Mr. Muhammad
Illaham Bin
Ishak"
MR. ZAINUDIN BIN LOT,MALAYSIA,21,5,2013,,"""",""""
"MR.MUHAMMAD HAFIZUDDIN
BIN IBRAHIM",MALAYSIA,21,5,2013,,"""",""""
"MR.MOHD NASUHA BIN
SHAMSUDDIN",MALAYSIA,21,5,2013,,"""",""""
"MR.MOHAMAD ASYRAF BIN
MOHD HALIM",MALAYSIA,21,5,2013,,"""",""""
"MS.SITI HANISAH BINTI
SHARUDDIN",MALAYSIA,23,5,2013,,"""",""""
"MS.MYRZA FASHA BINTI MD
HAMYRUDIN",MALAYSIA,21,5,2013,,"""",""""
MR.TEMBA BHOTE,NEPAL,21,5,2013,,"""",""""
MR.JAMLING BHOTE,NEPAL,23,5,2013,,"""",""""
MR.LAKPA SHERPA,NEPAL,21,5,2013,,"""",""""
MR.TEMBA CHHIRING BHOTE,NEPAL,21,5,2013,,"""",""""
MR.PASANG BHOTE,NEPAL,21,5,2013,,"""",""""
"MR.PEMBA ONGCHHU
SHERPA",NEPAL,21,5,2013,,"""",""""
"MR.DAWA PHINJO LAMA
BHOTE",NEPAL,21,5,2013,,"""",""""
MR. PHUJUNG BHOTE,NEPAL,21,5,2013,,“,“
MR. DAVID LIANO GONZALEZ,SPAIN,11,5,2013,,"ECO-EVEREST
DIAMOND JUBILEE
CELEBRATION
EXPEDITION 2013 I","Mr. David Liano
Gonzalez"
MR. HORACIO LUIS CUNIETTI,ARGENTINA,19,5,2013,,"""",""""
MR. HORACIO DANIEL GALANTI,CANADA,19,5,2013,,"""",""""
MR. UDO ING. EBNER,AUSTRIA,19,5,2013,,"""",""""
"MR.DOUGLAS ANDREW
SCARBOROUGH",USA,22,5,2013,,"""",""""
MR.BARNABAS BORBELY,UK,19,5,2013,,"""",""""
MR.ALLAN ARTHUR JOHNSON,CANADA,19,5,2013,,"""",""""
MR.ALLAN ARTHUR JOHNSON,CANADA,19,5,2013,,"""",""""
DR. NIMA NAMGYAL SHERPA,NEPAL,19,5,2013,,"""",""""
"MR. PEMBA TSHIRING
SHERPA",NEPAL,19,5,2013,,"""",""""
MR. PHURA NURU SHERPA,NEPAL,19,5,2013,,"""",""""
"MR. PEMBA TSHIRING
SHERPA",NEPAL,10,5,2013,,"""",""""
MR. SHERA GYALJEN SHERPA,NEPAL,10,5,2013,,"""",""""
MR. SAMDEN BHOTE,NEPAL,11,5,2013,,"""",""""
"MR. NGAWANG KALDEN
SHERPA",NEPAL,19,5,2013,,"""",""""
MR.ANG MINGMA SHERPA,NEPAL,19,5,2013,,"""",""""
"MR. PHURBA TSHIRING
SHERPA",NEPAL,19,5,2013,,"""",""""
MR. TENJING DORJI SHERPA,NEPAL,19,5,2013,,"""",""""
MR. NGIMA DORJEE SHERPA,NEPAL,22,5,2013,,"""",""""
MR. PHURBA SHERPA,NEPAL,22,5,2013,,"""",""""
MR. REYNO ALEXANDER SKAR,SOUTH AFRICA,17,5,2013,,"ADVENTURES GLOBAL
MT. EVEREST
EXPEDITION -2013","Mr. Ronald
Kevin Muhl"
MS. GEORGINA MIRANDA,USA,21,5,2013,,"""",""""
MR. RAJEEV SAUMITRA,INDIA,22,5,2013,,"""",""""
MS. CHHANDA GAYAN,INDIA,18,5,2013,,"""",""""
MR. DEBDAS NANDY,INDIA,19,5,2013,,"""",""""
MS. TUSI DAS,INDIA,19,5,2013,,"""",""""
MR. UJJAL RAY,INDIA,19,5,2013,,"""",""""
MR. KARMA GELJE SHERPA,NEPAL,19,5,2013,,"""",""""
"MR. NGIMA GYALGEN
SHERPA",NEPAL,17,5,2013,,"""",""""
MR.DAWA JANGBU SHERPA,NEPAL,21,5,2013,,"""",""""
MR. LAKPA NURU SHERPA,NEPAL,22,5,2013,,"""",""""
MR. NGA TASHI SHERPA,NEPAL,18,5,2013,,"""",""""
MR. SANU SHERPA,NEPAL,19,5,2013,,"""",""""
"MR. PHURBA GYALGE
SHERPA",NEPAL,19,5,2013,,"""",""""
MR.DA CHHAMBA SHERPA,NEPAL,22,5,2013,,"""",""""
MR. MANOJ R VORA,USA,0,0,0,,"EXPEDITION HIMALAYA
EVEREST 2013","Mr. Charles
Scott Woolums"
MR.HIROYUKI KORIYAMA,JAPAN,20,5,2013,,"""",""""
MR.KENJI KONDO,JAPAN,20,5,2013,,"""",""""
MR.SHINNOSUKE TOKUDA,JAPAN,20,5,2013,,"""",""""
MR.TADAKI KUSUNOKI,JAPAN,20,5,2013,,"""",""""
MR.DA DENDI SHERPA,NEPAL,20,5,2013,,"""",""""
MR.LAKPA CHHIRI SHERPA,NEPAL,20,5,2013,,"""",""""
"MR.PASSANG GELJEN
SHERPA",NEPAL,20,5,2013,,"""",""""
MR.KALJANG SHERPA,NEPAL,20,5,2013,,"""",""""
MR.DA ONGCHHU SHERPA,NEPAL,22,5,2013,,"""",""""
MR.DA NURBU SHERPA,NEPAL,22,5,2013,,"""",""""
MRPASANG GOMBA SHERPA,NEPAL,22,5,2013,,"""",""""
MR.PHURBA SARKI SHERPA,NEPAL,22,5,2013,,"""",""""
MR.CHHEPA SHERPA,NEPAL,20,5,2013,,"""",""""
MR.KITAP SINGH TAMANG,NEPAL,20,5,2013,,"""",""""
MR.DEAN DOUGLAS STAPLES,NEW ZEALAND,21,5,2013,,"ADVENTURE
CONSULTANTS EVEREST
EXPEDITION 2013","Mr.Dean
Douglas Staples"
MR.MICHEAL JOHN ROBERTS,NEW ZEALAND,19,5,2013,,"""",""""
"MS. LYDIA MARGARET B
BRADEY",NEW ZEALAND,21,5,2013,,"""",""""
"MR. DEAN MICHAEL HAROLD
HALL",NEW ZEALAND,21,5,2013,,"""",""""
MR. MARK ANTHONY WHETU,NEW ZEALAND,20,5,2013,,"""",""""
MR. SIMON THOMAS GOWER,AUSTRALIA,21,5,2013,,"""",""""
"MR. THOMAS OLA
STROMSTEDT",SWEDEN,21,5,2013,,"""",""""
MR. PHILIP CASON CRANE,USA,21,5,2013,,"""",""""
"MR. INGOLFUR GIER
GISSURARSON",ICELAND,21,5,2013,,"""",""""
MR. JOSEF HOCHHEISTER,AUSTRIA,21,5,2013,,"""",""""
MR.LUKAS HOCHMEISTER,AUSTRIA,21,5,2013,,"""",""""
MR.DENDI SHERPA,NEPAL,21,5,2013,,"""",""""
MR.CHHULDIM SHERPA,NEPAL,20,5,2013,,"""",""""
MR.SANGE DORJEE SHERPA,NEPAL,21,5,2013,,"""",""""
MR.PHURBA TENJI SHERPA,NEPAL,21,5,2013,,"""",""""
MR.ANG GELU SHERPA,NEPAL,21,5,2013,,"""",""""
MRANG NGWANG SHERPA,NEPAL,21,5,2013,,"""",""""
MR.KAJI SHERPA,NEPAL,21,5,2013,,"""",""""
MR.MINGMAR SHERPA,NEPAL,21,5,2013,,"""",""""
MR.TENDI SHERPA,NEPAL,19,5,2013,,"""",""""
MR.DA ZANGBU SHERPA,NEPAL,21,5,2013,,"""",""""
MR.NAMGYAL SHERPA,NEPAL,20,5,2013,,"""",""""
MR. ANG PHURBA SHERPA,NEPAL,20,5,2013,,“,“
MR. LHAKPA DORJEE SHERPA,NEPAL,20,5,2013,,"""",""""
"MR. LHAKPA TENZING
SHERPA",NEPAL,20,5,2013,,"""",""""
MR. CHEWANG SHERPA,NEPAL,21,5,2013,,"""",""""
MR. PASANG BHOTE,NEPAL,20,5,2013,,"""",""""
MR. PEMBA CHHOTI SHERPA,NEPAL,21,5,2013,,"""",""""
MR. KAMI RITA SHERPA,NEPAL,21,5,2013,,"""",""""
"MR. PHURBA CHHOTAR
SHERPA",NEPAL,21,5,2013,,"""",""""
"MR. LHAKPA LAMBU
SHERPA",NEPAL,21,5,2013,,"""",""""
MR. PHUR TEMBA SHERPA,NEPAL,21,5,2013,,"""",""""
MR. DATUK BHOTE SHERPA,NEPAL,21,5,2013,,"""",""""
MR. PHURBA ORGYAL SHERPA,NEPAL,21,5,2013,,"""",""""
MR. RINJI SHERPA,NEPAL,21,5,2013,,"""",""""
"MR. TIMOTHY JOHN
MOSEDALE",UK,13,5,2013,,"H.G. EVEREST
EXPEDITION 2013","Mr. Timothy
John Mosedale"
MR. KENTON EDWARD COOL,UK,19,5,2013,,"""",""""
MR. MELVYN PROUDLOCK,UK,13,5,2013,,"""",""""
"MR. JONATHAN CHRISTIAN
GUPTA",UK,19,5,2013,,"""",""""
MR. STEVEN DAVID WYATT,AUSTRALIA,23,5,2013,,"""",""""
MR. ADAM STEPHEN BOOTH,UK,13,5,2013,,"""",""""
"MR. WILLIAM CHARLES
CROUSE",USA,19,5,2013,,"""",""""
MS. ILINA ARSOVA,MACEDONIA,23,5,2013,,"""",""""
MR. HEMANT SACHDEV,INDIA,19,5,2013,,"""",""""
"MR. JAN MARK PHILIPP
PETZEL",GERMANY,13,5,2013,,"""",""""
MR. KAJI SHERPA,NEPAL,23,5,2013,,"""",""""
MR.CHHETEN DORJI SHERPA,NEPAL,13,5,2013,,"""",""""
"MR.DORJEE GYALZEN
SHERPA",NEPAL,19,5,2013,,"""",""""
MR.PASANG DAWA SHERPA,NEPAL,19,5,2013,,"""",""""
"MR.LHAKPA CHHIRING
SHERPA",NEPAL,13,5,2013,,"""",""""
"MR.LAKPA WANCHHU
SHERPA",NEPAL,13,5,2013,,"""",""""
MR.KALJANG DORJEE SHERPA,NEPAL,19,5,2013,,"""",""""
"MR. CHHEWANG DORJEE
SHERPA",NEPAL,19,5,2013,,"""",""""
MR. CHYANG JYABU BHOTE,NEPAL,19,5,2013,,"""",""""
"MR. PASANG GYALJEN
SHERPA",NEPAL,23,5,2013,,"""",""""
MR. MOHON PUYAMCHA,INDIA,19,5,2013,,"1ST NORTH EAST INDIA
MT. EVEREST
EXPEDITION 2013","Mr. Surjit Singh
Leishangthem"
MS. ANSHU JAMSENGPA,INDIA,18,5,2013,,“,“
MS. MYRTHONG WANSUK,INDIA,18,5,2013,,"""",""""
"MR. CHINGKHEINGANBA
NAMEIRAKPAM",INDIA,18,5,2013,,"""",""""
MR. ANAND GURUNG,INDIA,17,5,2013,,"""",""""
MR. ZOHMANGAIHA DAVID,INDIA,18,5,2013,,"""",""""
MR. TARUN SAIKIA,INDIA,18,5,2013,,"""",""""
MR. NIMA LAMA,INDIA,17,5,2013,,"""",""""
"MS. BIDYAPATI DEVI
NINGTHOUJAM",INDIA,17,5,2013,,"""",""""
MR. KAZI SHERPA,INDIA,18,5,2013,,"""",""""
MR. MANISH KUMAR DEKA,INDIA,24,5,2013,,"""",""""
MR. MINGMA NURU SHERPA,NEPAL,17,5,2013,,"""",""""
MR.ANG PHURBA SHERPA,NEPAL,17,5,2013,,"""",""""
MR.LHAKPA NURU SHERPA,NEPAL,17,5,2013,,"""",""""
MR.PHURBA SHERPA,NEPAL,18,5,2013,,"""",""""
"MR.LHAKPA RANGDU
SHERPA",NEPAL,18,5,2013,,"""",""""
MR.TSHERING SHERPA,NEPAL,18,5,2013,,"""",""""
MR.LAKPA SHERPA,NEPAL,18,5,2013,,"""",""""
MR.DENSA BHOTE,NEPAL,18,5,2013,,"""",""""
MR.PASANG SHERPA,NEPAL,18,5,2013,,"""",""""
"MR.TENZING CHOTAR
SHERPA",NEPAL,19,5,2013,,"""",""""
MR.RAMESH THAPA MAGAR,INDIA,19,5,2013,,"NCC MT.EVEREST
EXPEDITION 2013","Mr. Sudhir
Krishnankutty"
MR.JAGAT SINGH,INDIA,19,5,2013,,"""",""""
MR.RAFIQ AHMAD MALIK,INDIA,20,5,2013,,"""",""""
MR.RAGHUVEER CHAND,INDIA,20,5,2013,,"""",""""
MR.ARVIND,INDIA,19,5,2013,,"""",""""
MR.ASHWANI KUMAR,INDIA,19,5,2013,,"""",""""
